Case ID,Module,Method,Endpoint,Aspect,Target Suite,Tag(s),Automation Candidate,Test Level,Scenario,Description,Test Steps,Expected HTTP Status Code,Response Schema/Contract,Expected Latency (ms),Mocking Required?,Data Strategy,Preconditions,Reusable Components,Dependencies,CI Gate,Contract Reference,Risk Level,Risk Type,Priority,Automation Status,Automation Owner,Planned Sprint,Last Run Date,Notes,Latest Run Result
API-0087,Uptime Monitoring,GET,/asset_upmon/:id,Edge,tests/integration + tests/regression,@edge @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id: API behavior edge validation,"Validate GET /asset_upmon/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0088,Uptime Monitoring,GET,/asset_upmon/:id,Boundary,tests/integration + tests/regression,@boundary @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id: API behavior boundary validation,"Validate GET /asset_upmon/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0089,Uptime Monitoring,GET,/asset_upmon/:id,Equivalence,tests/integration + tests/regression,@equivalence @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id: API behavior equivalence validation,"Validate GET /asset_upmon/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0090,Uptime Monitoring,GET,/asset_upmon/:id,Abuse,tests/integration + tests/regression,@abuse @uptime-monitoring,Yes,Integration,GET /asset_upmon/:id: API behavior abuse validation,"Validate GET /asset_upmon/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0091,Uptime Monitoring,GET,/asset_upmon/:id,Chaos,tests/integration + tests/regression,@chaos @uptime-monitoring,Yes,Integration,GET /asset_upmon/:id: API behavior chaos validation,"Validate GET /asset_upmon/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0092,Uptime Monitoring,PATCH,/asset_upmon/:id,Positive,tests/integration + tests/regression,@positive @uptime-monitoring,Yes,Component + Integration,PATCH /asset_upmon/:id: API behavior positive validation,"Validate PATCH /asset_upmon/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Positive; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0093,Uptime Monitoring,PATCH,/asset_upmon/:id,Negative,tests/integration + tests/regression,@negative @uptime-monitoring,Yes,Component + Integration,PATCH /asset_upmon/:id: API behavior negative validation,"Validate PATCH /asset_upmon/:id for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Negative; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Failed,QE API Team,Sprint-2,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-0094,Uptime Monitoring,PATCH,/asset_upmon/:id,Edge,tests/integration + tests/regression,@edge @uptime-monitoring,Yes,Component + Integration,PATCH /asset_upmon/:id: API behavior edge validation,"Validate PATCH /asset_upmon/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Edge; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0095,Uptime Monitoring,PATCH,/asset_upmon/:id,Boundary,tests/integration + tests/regression,@boundary @uptime-monitoring,Yes,Component + Integration,PATCH /asset_upmon/:id: API behavior boundary validation,"Validate PATCH /asset_upmon/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Boundary; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0096,Uptime Monitoring,PATCH,/asset_upmon/:id,Equivalence,tests/integration + tests/regression,@equivalence @uptime-monitoring,Yes,Component + Integration,PATCH /asset_upmon/:id: API behavior equivalence validation,"Validate PATCH /asset_upmon/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Equivalence; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0097,Uptime Monitoring,PATCH,/asset_upmon/:id,Abuse,tests/integration + tests/regression,@abuse @uptime-monitoring,Yes,Integration,PATCH /asset_upmon/:id: API behavior abuse validation,"Validate PATCH /asset_upmon/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Abuse; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0098,Uptime Monitoring,PATCH,/asset_upmon/:id,Chaos,tests/integration + tests/regression,@chaos @uptime-monitoring,Yes,Integration,PATCH /asset_upmon/:id: API behavior chaos validation,"Validate PATCH /asset_upmon/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for PATCH /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Chaos; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0099,Uptime Monitoring,PUT,/asset_upmon/:id,Positive,tests/integration + tests/regression,@positive @uptime-monitoring,Yes,Component + Integration,PUT /asset_upmon/:id: API behavior positive validation,"Validate PUT /asset_upmon/:id for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Positive; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0100,Uptime Monitoring,PUT,/asset_upmon/:id,Negative,tests/integration + tests/regression,@negative @uptime-monitoring,Yes,Component + Integration,PUT /asset_upmon/:id: API behavior negative validation,"Validate PUT /asset_upmon/:id for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Negative; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Failed,QE API Team,Sprint-2,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-0101,Uptime Monitoring,PUT,/asset_upmon/:id,Edge,tests/integration + tests/regression,@edge @uptime-monitoring,Yes,Component + Integration,PUT /asset_upmon/:id: API behavior edge validation,"Validate PUT /asset_upmon/:id for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Edge; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0102,Uptime Monitoring,PUT,/asset_upmon/:id,Boundary,tests/integration + tests/regression,@boundary @uptime-monitoring,Yes,Component + Integration,PUT /asset_upmon/:id: API behavior boundary validation,"Validate PUT /asset_upmon/:id for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Boundary; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0103,Uptime Monitoring,PUT,/asset_upmon/:id,Equivalence,tests/integration + tests/regression,@equivalence @uptime-monitoring,Yes,Component + Integration,PUT /asset_upmon/:id: API behavior equivalence validation,"Validate PUT /asset_upmon/:id for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Equivalence; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0104,Uptime Monitoring,PUT,/asset_upmon/:id,Abuse,tests/integration + tests/regression,@abuse @uptime-monitoring,Yes,Integration,PUT /asset_upmon/:id: API behavior abuse validation,"Validate PUT /asset_upmon/:id for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 1000,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Abuse; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P1,Passed,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0105,Uptime Monitoring,PUT,/asset_upmon/:id,Chaos,tests/integration + tests/regression,@chaos @uptime-monitoring,Yes,Integration,PUT /asset_upmon/:id: API behavior chaos validation,"Validate PUT /asset_upmon/:id for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for PUT /asset_upmon/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id; Data set=Chaos; Body payloads generated via factory + invalid mutators,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,P1,Pending,QE API Team,Sprint-2,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0106,Uptime Monitoring,GET,/asset_upmon/:id/edit,Positive,tests/integration + tests/regression,@positive @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id/edit: API behavior positive validation,"Validate GET /asset_upmon/:id/edit for positive coverage using Equivalence Partitioning (valid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare positive dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Positive; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0107,Uptime Monitoring,GET,/asset_upmon/:id/edit,Negative,tests/integration + tests/regression,@negative @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id/edit: API behavior negative validation,"Validate GET /asset_upmon/:id/edit for negative coverage using Equivalence Partitioning (invalid partition), ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare negative dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Negative; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Failed,QE API Team,Sprint-3,2026-03-10,See docs/defect-sheet.csv for linked defect(s),FAIL
API-0108,Uptime Monitoring,GET,/asset_upmon/:id/edit,Edge,tests/integration + tests/regression,@edge @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id/edit: API behavior edge validation,"Validate GET /asset_upmon/:id/edit for edge coverage using Edge Case Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare edge dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Edge; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0109,Uptime Monitoring,GET,/asset_upmon/:id/edit,Boundary,tests/integration + tests/regression,@boundary @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id/edit: API behavior boundary validation,"Validate GET /asset_upmon/:id/edit for boundary coverage using Boundary Value Analysis, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare boundary dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Boundary; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0110,Uptime Monitoring,GET,/asset_upmon/:id/edit,Equivalence,tests/integration + tests/regression,@equivalence @uptime-monitoring,Yes,Component + Integration,GET /asset_upmon/:id/edit: API behavior equivalence validation,"Validate GET /asset_upmon/:id/edit for equivalence coverage using Equivalence Class Partitioning, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare equivalence dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Equivalence; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
API-0111,Uptime Monitoring,GET,/asset_upmon/:id/edit,Abuse,tests/integration + tests/regression,@abuse @uptime-monitoring,Yes,Integration,GET /asset_upmon/:id/edit: API behavior abuse validation,"Validate GET /asset_upmon/:id/edit for abuse coverage using Security Abuse Case Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare abuse dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",400/401/403/429,Swagger/OpenAPI reference TBD,<= 700,No,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Abuse; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,P2,Passed,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,PASS
API-0112,Uptime Monitoring,GET,/asset_upmon/:id/edit,Chaos,tests/integration + tests/regression,@chaos @uptime-monitoring,Yes,Integration,GET /asset_upmon/:id/edit: API behavior chaos validation,"Validate GET /asset_upmon/:id/edit for chaos coverage using Chaos/Resilience Testing, ensuring business behavior, security controls, and response contracts remain compliant.","1) Prepare chaos dataset for GET /asset_upmon/:id/edit, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,<= 1500,Yes,Base URL=http://127.0.0.1:3000; Endpoint=/asset_upmon/:id/edit; Data set=Chaos; Query/path variants are table-driven in JSON fixtures,Environment reachable; secrets and role data configured,"Fixtures, request helper, clients, validators, assertions, metadata hooks",DB + app services,Nightly,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,P2,Pending,QE API Team,Sprint-3,2026-03-10,Align with requirement ID and risk ID during implementation,NOT RUN
