Module,Endpoint,Case ID,Type,Priority,Automation Status,Owner,Sprint,Scenario
Devices / Assets,GET/POST/PATCH /devices/*,DEV-023,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-023 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-024,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-024 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-025,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-025 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-026,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-026 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-027,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-027 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-028,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-028 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-029,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-029 in module Devices / Assets
Devices / Assets,GET/POST/PATCH /devices/*,DEV-030,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for DEV-030 in module Devices / Assets
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-001,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-002,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-003,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-004,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-005,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-006,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-007,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-008,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-009,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-010,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-011,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-012,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-013,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-014,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-015,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-016,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-017,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-018,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-019,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Users,GET/POST/PATCH /users*, /create_user, /update_user,USR-020,Positive/Negative/Edge/Break,P0-P2,Pending,QE API Team,Sprint-2,Comprehensive test scenario for  /create_user in module Users
Tenants,GET/POST/PATCH /tenants/*,TEN-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-001 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-002 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-003 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-004 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-005 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-006 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-007 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-008 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-009,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-009 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-010,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-010 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-011,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-011 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-012,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-012 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-013,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-013 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-014,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-014 in module Tenants
Tenants,GET/POST/PATCH /tenants/*,TEN-015,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for TEN-015 in module Tenants
Diagnostics,GET/POST /diagnostics*,DIA-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-001 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-002 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-003 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-004 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-005 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-006 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-007 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-008 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-009,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-009 in module Diagnostics
Diagnostics,GET/POST /diagnostics*,DIA-010,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for DIA-010 in module Diagnostics
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-001 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-002 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-003 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-004 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-005 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-006 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-007 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-008 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-009,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-009 in module OEM Signatures / Import
OEM Signatures / Import,GET/POST /oemsignatures*,OEM-010,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for OEM-010 in module OEM Signatures / Import
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-009,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Zip Upload / File APIs,POST /zip_uploads, file ops,ZIP-010,Positive/Negative/Edge/Break,P1-P2,Pending,QE Security,Sprint-3,Comprehensive test scenario for  file ops in module Zip Upload / File APIs
Export / Async File Generation,GET /reports/export* , status APIs,EXP-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Export / Async File Generation,GET /reports/export* , status APIs,EXP-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  status APIs in module Export / Async File Generation
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Uptime / Comparison Dashboards,GET/POST /asset_upmon*, /comparison_dashboard*,UPM-009,Positive/Negative/Edge/Break,P1-P2,Pending,QE API Team,Sprint-3,Comprehensive test scenario for  /comparison_dashboard* in module Uptime / Comparison Dashboards
Contract / Schema / Compatibility,POST /api/users/sign_in,CON-001,Positive,P0,Automated,QE Contract Team,Sprint-0,Pact contract validates /api/users/sign_in response
Contract / Schema / Compatibility,Pact + schema checks,CON-002,Positive/Negative/Edge/Break,P0-P1,Pending,QE Contract Team,Sprint-2,Comprehensive test scenario for CON-002 in module Contract / Schema / Compatibility
Contract / Schema / Compatibility,Pact + schema checks,CON-003,Positive/Negative/Edge/Break,P0-P1,Pending,QE Contract Team,Sprint-2,Comprehensive test scenario for CON-003 in module Contract / Schema / Compatibility
Contract / Schema / Compatibility,Pact + schema checks,CON-004,Positive/Negative/Edge/Break,P0-P1,Pending,QE Contract Team,Sprint-2,Comprehensive test scenario for CON-004 in module Contract / Schema / Compatibility
Contract / Schema / Compatibility,Pact + schema checks,CON-005,Positive/Negative/Edge/Break,P0-P1,Pending,QE Contract Team,Sprint-2,Comprehensive test scenario for CON-005 in module Contract / Schema / Compatibility
Contract / Schema / Compatibility,Pact + schema checks,CON-006,Positive/Negative/Edge/Break,P0-P1,Pending,QE Contract Team,Sprint-2,Comprehensive test scenario for CON-006 in module Contract / Schema / Compatibility
Performance / Resilience / Chaos,POST /api/users/sign_in + GET /api/reports/get_locations,CHA-001,Positive,P1,Automated (script ready),QE Perf Team,Sprint-1,k6 smoke validates login and locations baseline performance
Performance / Resilience / Chaos,Cross-endpoint,CHA-002,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-002 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-003,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-003 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-004,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-004 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-005,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-005 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-006,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-006 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-007,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-007 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-008,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-008 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-009,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-009 in module Performance / Resilience / Chaos
Performance / Resilience / Chaos,Cross-endpoint,CHA-010,Edge/Break,P1-P2,Pending,QE Perf Team,Sprint-3,Comprehensive test scenario for CHA-010 in module Performance / Resilience / Chaos
Observability / Audit / Compliance,Cross-endpoint,OBS-001,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-001 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-002,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-002 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-003,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-003 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-004,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-004 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-005,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-005 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-006,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-006 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-007,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-007 in module Observability / Audit / Compliance
Observability / Audit / Compliance,Cross-endpoint,OBS-008,Positive/Negative/Edge/Break,P1-P2,Pending,QE Platform,Sprint-3,Comprehensive test scenario for OBS-008 in module Observability / Audit / Compliance
