Case ID,Module,Method,Endpoint,Aspect,Test Design Technique,Test Level,Scenario,Description,Where To Enter Data,Test Data,Expected HTTP Status Code,Response Schema/Contract,Test Steps,Action,Expected Result,Expected Latency (ms),Traceability ID / Log Context,Mocking Required?,Contract Reference,Risk Level,Risk Type,Dependencies,Priority,Execution Status,Owner,Sprint,Last Run Date,Defect ID,Evidence Link,Comments
API-0155,Asset Group Management,POST,/assetgroupmasters,Positive,Equivalence Partitioning (valid partition),Component + Integration,POST /assetgroupmasters: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200 or 201,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0155; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0156,Asset Group Management,POST,/assetgroupmasters,Negative,Equivalence Partitioning (invalid partition),Component + Integration,POST /assetgroupmasters: Asset lifecycle negative validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; invalid IP, missing asset_id, unsupported type",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for invalid/missing input handling and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0156; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0157,Asset Group Management,POST,/assetgroupmasters,Edge,Edge Case Analysis,Component + Integration,POST /assetgroupmasters: Asset lifecycle edge validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for uncommon but valid operating condition and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0157; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0158,Asset Group Management,POST,/assetgroupmasters,Boundary,Boundary Value Analysis,Component + Integration,POST /assetgroupmasters: Asset lifecycle boundary validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; max tags, max name length, min intervals",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for min/max threshold behavior and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0158; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0159,Asset Group Management,POST,/assetgroupmasters,Equivalence,Equivalence Class Partitioning,Component + Integration,POST /assetgroupmasters: Asset lifecycle equivalence validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; Data set=Equivalence,200 or 201,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for representative partition coverage and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0159; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0160,Asset Group Management,POST,/assetgroupmasters,Abuse,Security Abuse Case Testing,Integration,POST /assetgroupmasters: Asset lifecycle abuse validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; duplicate asset onboarding and object-id tampering,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for malicious misuse attempt and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0160; endpoint=POST /assetgroupmasters,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0161,Asset Group Management,POST,/assetgroupmasters,Chaos,Chaos/Resilience Testing,Integration,POST /assetgroupmasters: Asset lifecycle chaos validation,"Validate asset onboarding/update/retrieval/deletion rules for POST /assetgroupmasters, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for POST /assetgroupmasters, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run POST /assetgroupmasters for dependency/transient failure robustness and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1500,corr-id required; case=API-0161; endpoint=POST /assetgroupmasters,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0162,Asset Group Management,DELETE,/assetgroupmasters/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,DELETE /assetgroupmasters/:id: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200 or 204,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0162; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0163,Asset Group Management,DELETE,/assetgroupmasters/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,DELETE /assetgroupmasters/:id: Asset lifecycle negative validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; invalid IP, missing asset_id, unsupported type",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for invalid/missing input handling and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0163; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0164,Asset Group Management,DELETE,/assetgroupmasters/:id,Edge,Edge Case Analysis,Component + Integration,DELETE /assetgroupmasters/:id: Asset lifecycle edge validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for uncommon but valid operating condition and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0164; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0165,Asset Group Management,DELETE,/assetgroupmasters/:id,Boundary,Boundary Value Analysis,Component + Integration,DELETE /assetgroupmasters/:id: Asset lifecycle boundary validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; max tags, max name length, min intervals",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for min/max threshold behavior and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0165; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0166,Asset Group Management,DELETE,/assetgroupmasters/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,DELETE /assetgroupmasters/:id: Asset lifecycle equivalence validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Equivalence,200 or 204,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for representative partition coverage and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0166; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0167,Asset Group Management,DELETE,/assetgroupmasters/:id,Abuse,Security Abuse Case Testing,Integration,DELETE /assetgroupmasters/:id: Asset lifecycle abuse validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; duplicate asset onboarding and object-id tampering,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for malicious misuse attempt and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0167; endpoint=DELETE /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0168,Asset Group Management,DELETE,/assetgroupmasters/:id,Chaos,Chaos/Resilience Testing,Integration,DELETE /assetgroupmasters/:id: Asset lifecycle chaos validation,"Validate asset onboarding/update/retrieval/deletion rules for DELETE /assetgroupmasters/:id, including duplicate and stale-object handling.",Path/Query/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for DELETE /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run DELETE /assetgroupmasters/:id for dependency/transient failure robustness and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1500,corr-id required; case=API-0168; endpoint=DELETE /assetgroupmasters/:id,Yes,Swagger/OpenAPI reference TBD,Medium,Availability / Reliability,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0169,Asset Group Management,GET,/assetgroupmasters/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,GET /assetgroupmasters/:id: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0169; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0170,Asset Group Management,GET,/assetgroupmasters/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,GET /assetgroupmasters/:id: Asset lifecycle negative validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; invalid IP, missing asset_id, unsupported type",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for invalid/missing input handling and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0170; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0171,Asset Group Management,GET,/assetgroupmasters/:id,Edge,Edge Case Analysis,Component + Integration,GET /assetgroupmasters/:id: Asset lifecycle edge validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for uncommon but valid operating condition and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0171; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0172,Asset Group Management,GET,/assetgroupmasters/:id,Boundary,Boundary Value Analysis,Component + Integration,GET /assetgroupmasters/:id: Asset lifecycle boundary validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; max tags, max name length, min intervals",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for min/max threshold behavior and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0172; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0173,Asset Group Management,GET,/assetgroupmasters/:id,Equivalence,Equivalence Class Partitioning,Component + Integration,GET /assetgroupmasters/:id: Asset lifecycle equivalence validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Equivalence,200,Swagger/OpenAPI reference TBD,"1) Prepare equivalence dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for representative partition coverage and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0173; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Low,Functional / User Experience,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0174,Asset Group Management,GET,/assetgroupmasters/:id,Abuse,Security Abuse Case Testing,Integration,GET /assetgroupmasters/:id: Asset lifecycle abuse validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; duplicate asset onboarding and object-id tampering,400/401/403/429,Swagger/OpenAPI reference TBD,"1) Prepare abuse dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for malicious misuse attempt and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 700,corr-id required; case=API-0174; endpoint=GET /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,High,Data Leakage / Unauthorized Access,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0175,Asset Group Management,GET,/assetgroupmasters/:id,Chaos,Chaos/Resilience Testing,Integration,GET /assetgroupmasters/:id: Asset lifecycle chaos validation,"Validate asset onboarding/update/retrieval/deletion rules for GET /assetgroupmasters/:id, including duplicate and stale-object handling.",Query/Path/Header,Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Chaos,200 with graceful degradation or 5xx handled with retry/error contract,Swagger/OpenAPI reference TBD,"1) Prepare chaos dataset for GET /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run GET /assetgroupmasters/:id for dependency/transient failure robustness and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1500,corr-id required; case=API-0175; endpoint=GET /assetgroupmasters/:id,Yes,Swagger/OpenAPI reference TBD,Low,Availability / Reliability,DB + app services,P2,Not Started,QE API Team,Sprint-3,,,,
API-0176,Asset Group Management,PATCH,/assetgroupmasters/:id,Positive,Equivalence Partitioning (valid partition),Component + Integration,PATCH /assetgroupmasters/:id: Asset lifecycle positive validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Body={""asset_id"":""ASSET-1001"",""ip"":""10.20.30.40"",""type"":""camera""}",200,Swagger/OpenAPI reference TBD,"1) Prepare positive dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for valid-request happy path and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0176; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0177,Asset Group Management,PATCH,/assetgroupmasters/:id,Negative,Equivalence Partitioning (invalid partition),Component + Integration,PATCH /assetgroupmasters/:id: Asset lifecycle negative validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; invalid IP, missing asset_id, unsupported type",400/401/403/404 (as per contract),Swagger/OpenAPI reference TBD,"1) Prepare negative dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for invalid/missing input handling and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0177; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0178,Asset Group Management,PATCH,/assetgroupmasters/:id,Edge,Edge Case Analysis,Component + Integration,PATCH /assetgroupmasters/:id: Asset lifecycle edge validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; Data set=Edge,200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare edge dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for uncommon but valid operating condition and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0178; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
API-0179,Asset Group Management,PATCH,/assetgroupmasters/:id,Boundary,Boundary Value Analysis,Component + Integration,PATCH /assetgroupmasters/:id: Asset lifecycle boundary validation,"Validate asset onboarding/update/retrieval/deletion rules for PATCH /assetgroupmasters/:id, including duplicate and stale-object handling.",Body JSON + Header (+Query if required),"Base URL=http://127.0.0.1:3000; Endpoint=/assetgroupmasters/:id; max tags, max name length, min intervals",200 or 400 (as per field constraints),Swagger/OpenAPI reference TBD,"1) Prepare boundary dataset for PATCH /assetgroupmasters/:id, including role and tenant context. 2) Execute request with x-correlation-id and required auth/api key/session. 3) Assert HTTP status, response schema/contract, key business rules, and side effects (DB/job/audit if exposed). 4) Capture correlation-id, logs/traces, and attach request/response evidence.",Run PATCH /assetgroupmasters/:id for min/max threshold behavior and record evidence.,"Asset data changes are deterministic, duplicates are controlled, and subsequent reads reflect expected state.",<= 1000,corr-id required; case=API-0179; endpoint=PATCH /assetgroupmasters/:id,No,Swagger/OpenAPI reference TBD,Medium,Functional / User Experience,DB + app services,P1,Not Started,QE API Team,Sprint-2,,,,
